DIC_UID;DIC_Berufe;DIC_Lebewesen;DIC_Ortschaft;DIC_Gewässer;DIC_Berge
;Specialista in chirurgia della mano;;;;
;Specialista in chirurgia facciale;;;;
;Specialista in chirurgia plastica e ricostruttiva;;;;
;Specialista in cinestetica applicata;;;;
;Specialista in codifica medica;;;;
;Specialista in combustione e bruciatori;;;;
;Specialista in commercio estero;;;;
;Specialista in compravendita;;;;
;Specialista in computer;;;;
;Specialista in comunicazione dati ICT;;;;
;Specialista in comunicazioni (pubblicità);;;;
;Specialista in comunicazioni informatiche;;;;
;Specialista in controsoffitti;;;;
;Specialista in crediti;;;;
;Specialista in credito documentario;;;;
;Specialista in derivati (settore bancario);;;;
;Specialista in diagnostica neurofisiologica;;;;
;Specialista in dietologia;;;;
;Specialista in economia agraria;;;;
;Specialista in economia bancaria;;;;
;Specialista in educazione integrata di bambini precoci e superdotati;;;;
;Specialista in e-learning;;;;
;Specialista in elettrobiologia;;;;
;Specialista in elettrosmog;;;;
;Specialista in esecuzione per debiti e fallimento;;;;
;Specialista in esportazione;;;;
;Specialista in facciate;;;;
;Specialista in farmacovigilanza;;;;
;Specialista in finanza e contabilità;;;;
;Specialista in finanziamenti commerciali;;;;
;Specialista in fotografia;;;;
;Specialista in fotografia, consulenza e vendita;;;;
;Specialista in fotografia, finisher;;;;
;Specialista in fotografia, fotografia;;;;
;Specialista in frutta e verdura;;;;
;Specialista in gastroenterologia;;;;
;Specialista in geografia umana;;;;
;Specialista in gestione aziendale;;;;
;Specialista in gestione del personale;;;;
;Specialista in gestione ospedaliera;;;;
;Specialista in igiene;;;;
;Specialista in importazioni;;;;
;Specialista in informatica;;;;
;Specialista in informazione e documentazione;;;;
;Specialista in isolazioni;;;;
;Specialista in letteratura;;;;
;Specialista in logistica;;;;
;Specialista in manutenzione;;;;
;Specialista in manutenzione di impianti e apparecchi;;;;
;Specialista in manutenzione di stabili aziendali;;;;
;Specialista in marketing;;;;
;Specialista in materia di assicurazione malattie;;;;
;Specialista in materia di assicurazione sociale;;;;
;Specialista in medicina nucleare;;;;
;Specialista in medicina preventiva;;;;
;Specialista in medicina tropicale;;;;
;Specialista in multimedia;;;;
;Specialista in neurofeedback;;;;
;Specialista in operazioni bancarie;;;;
;Specialista in organizzazione di impresa;;;;
;Specialista in organizzazione scientifica del lavoro;;;;
;Specialista in osteologia;;;;
;Specialista in paesaggistica ambientale;;;;
;Specialista in prestazioni d'assicurazione;;;;
;Specialista in prevenzione e promozione della salute;;;;
;Specialista in previdenza a favore del personale;;;;
;Specialista in previsioni meteorologiche;;;;
;Specialista in prodotti;;;;
;Specialista in prodotti di latteria;;;;
;Specialista in prodotti dietetici;;;;
;Specialista in produttività;;;;
;Specialista in protezione anticorrosiva;;;;
;Specialista in protezione dei dati;;;;
;Specialista in psicologia animale;;;;
;Specialista in pubblicità;;;;
;Specialista in radiologia medico-tecnica;;;;
;Specialista in reciclaggio (recycling);;;;
;Specialista in registrazioni;;;;
;Specialista in relazioni pubbliche;;;;
;Specialista in reti di collegamento;;;;
;Specialista in reti di collegamento telematiche;;;;
;Specialista in riassicurazione;;;;
;Specialista in ricerche di mercato;;;;
;Specialista in ricerche operative;;;;
;Specialista in risanamento edile;;;;
;Specialista in riscaldamenti;;;;
;Specialista in riscaldamento a energia solare;;;;
;Specialista in riscaldamento a pavimento;;;;
;Specialista in risorse umane;;;;
;Specialista in schede perforate;;;;
;Specialista in scienza dei materiali;;;;
;Specialista in scienze ambientali;;;;
;Specialista in scienze dell'atmosfera;;;;
;Specialista in scienze delle religioni;;;;
;Specialista in scienze infermieristiche;;;;
;Specialista in semantica;;;;
;Specialista in servizio degli orari;;;;
;Specialista in sistemi di navigazione aerea;;;;
;Specialista in sistemi informatici;;;;
;Specialista in sistemi termici;;;;
;Specialista in sostenibilità;;;;
;Specialista in spedizioni;;;;
;Specialista in spruzzatura;;;;
;Specialista in statica edile;;;;
;Specialista in studi teatrali;;;;
;Specialista in sviluppo di prodotti;;;;
;Specialista in tecnica del calore e di combustione;;;;
;Specialista in tecnologie di riabilitazione;;;;
;Specialista in telecomunicazione;;;;
;Specialista in telecomunicazioni;;;;
;Specialista in telemetria;;;;
;Specialista in tempratura;;;;
;Specialista in terapia del ridere;;;;
;Specialista in terapia miofunzionale;;;;
;Specialista in termica;;;;
;Specialista in tessili;;;;
;Specialista in toponomastica;;;;
;Specialista in trucco permanente;;;;
;Specialista in vendita;;;;
;Specialista in vendita, servizio interno,;;;;
;Specialista in ventilazione meccanica controllata;;;;
;Specialista IT;;;;
;Specialista legale;;;;
;Specialista mostaio;;;;
;Specialista nel campo delle privazioni di libertà;;;;
;Specialista nel commerciale in materiale da costruzione;;;;
;Specialista nel commercio dei tessili;;;;
;Specialista nel commercio frutta e verdura;;;;
;Specialista nel ramo della formazione;;;;
;Specialista nel ramo ipotecario;;;;
;Specialista nell’accompagnamento di persone in situazione di handicap;;;;
;Specialista nella cura degli alberi;;;;
;Specialista nella direzione di un team;;;;
;Specialista nella fabbricazione della carta;;;;
;Specialista nella gestione della previdenza in favore del personale;;;;
;Specialista nella gestione e nello sviluppo delle organizzazioni sindacali;;;;
;Specialista nella produzione di ghiaccio artificiale;;;;
;Specialista nella protezione contro le radiazioni;;;;
;Specialista nella protezione delle acque;;;;
;Specialista nella pulizia di edifici;;;;
;Specialista nella riabilitazione di persone ipovedenti e cieche;;;;
;Specialista nella vendita al minuto;;;;
;Specialista nello studio di mercato;;;;
;Specialista odontotecnico;;;;
;Specialista parodontologia;;;;
;Specialista per impianti di trattamento rifiuti;;;;
;Specialista per la promozione dell'attività fisica e della salute;;;;
;Specialista per la sicurezza dei serbatoi;;;;
;Specialista per l'eliminazione di munizioni inesplose e lo sminamento;;;;
;Specialista per reti e distribuzione;;;;
;Specialista reporting (informatica);;;;
;Specialista stabilimenti balneari;;;;
;Specialista tecnico della vendita;;;;
;Specialista tecnico in ferramenta;;;;
;Specialista tecnico in utensileria;;;;
;Specialista turistico;;;;
;Specialista verniciatore industriale;;;;
;Spécialiste assainissement d'ouvrage;;;;
;Spécialiste au service des horaires;;;;
;Spécialiste audio-vidéo;;;;
;Spécialiste câble-grue;;;;
;Spécialiste CIM (Compuserve Information Manager);;;;
;Spécialiste clinique;;;;
;Spécialiste CNC;;;;
;Spécialiste contre la corrosion;;;;
;Spécialiste d'achat/approvisionnement;;;;
;Spécialiste d'aménagement intérieur;;;;
;Spécialiste dans le domaine de la formation;;;;
;Spécialiste dans le domaine hypothécaire;;;;
;Spécialiste d'articles électriques;;;;
;Spécialiste de banque de données;;;;
;Spécialiste de barrières de sécurité (Firewall);;;;
;Spécialiste de cidrerie;;;;
;Spécialiste de commerce en matériaux de construction;;;;
;Spécialiste de commerce international;;;;
;Spécialiste de communication en informatique;;;;
;Spécialiste de crédit documentaire;;;;
;Spécialiste de douane;;;;
;Spécialiste de l’accompagnement de personnes en situation de handicap;;;;
;Spécialiste de la communication;;;;
;Spécialiste de la conduite d'équipe;;;;
;Spécialiste de la gestion et du développement des organisations syndicales;;;;
;Spécialiste de la littérature;;;;
;Spécialiste de la lutte anti-parasites;;;;
;Spécialiste de la migration;;;;
;Spécialiste de la nature et de l'environnement;;;;
;Spécialiste de la prévoyance en faveur du personnel;;;;
;Spécialiste de la reproduction;;;;
;Spécialiste de la sécurité au travail et de la protection de la santé;;;;
;Spécialiste de la sécurité dans les institutions de santé et du social;;;;
;Spécialiste de l'édition;;;;
;Spécialiste de l'éducation des enfants surdoués;;;;
;Spécialiste de l'enveloppe des édifices;;;;
;Spécialiste de l'étude de marché;;;;
;Spécialiste de l'hygiène;;;;
;Spécialiste de l'industrie graphique;;;;
;Spécialiste de logistique;;;;
;Spécialiste de l'organisation scientifique du travail;;;;
;Spécialiste de maintenance;;;;
;Spécialiste de management en tourisme;;;;
;Spécialiste de minage;;;;
;Spécialiste de production en technologie de denrées alimentaires;;;;
;Spécialiste de produits laitiers;;;;
;Spécialiste de reporting (informatique);;;;
;Spécialiste de réseau;;;;
;Spécialiste de réseau (électricité);;;;
;Spécialiste de service technique après-vente;;;;
;Spécialiste de système;;;;
;Spécialiste de traitement des matières premières;;;;
;Spécialiste de vente;;;;
;Spécialiste de vente, service interne;;;;
;Spécialiste d'enregistrements;;;;
;Spécialiste des arrivages;;;;
;Spécialiste des branches de la boulangerie-pâtisserie-confiserie;;;;
;Spécialiste des dérivés (secteur bancaire);;;;
;Spécialiste des installations de transport à câble;;;;
;Spécialiste des marchés publics;;;;
;Spécialiste des médias;;;;
;Spécialiste des normes;;;;
;Spécialiste des réseaux;;;;
;Spécialiste des sciences forestières;;;;
;Spécialiste des services de la navigation aérienne;;;;
;Spécialiste des surfaces boisées;;;;
;Spécialiste des transports;;;;
;Spécialiste des vins;;;;
;Spécialiste d'expédition;;;;
;Spécialiste d'exploitation;;;;
;Spécialiste d'exploitation en fabrication des formes d'impression;;;;
;Spécialiste d'exploitation en finition des imprimés;;;;
;Spécialiste d'importation;;;;
;Spécialiste d'imprimerie;;;;
;Spécialiste diplômé en thermique et combustion;;;;
;Spécialiste du commerce de détail;;;;
;Spécialiste du commerce fruits et légumes;;;;
;Spécialiste du déménagement;;;;
;Spécialiste du domaine des privations de liberté;;;;
;Spécialiste du domaine équin;;;;
;Spécialiste du froid;;;;
;Spécialiste du lait;;;;
;Spécialiste du make-up;;;;
;Spécialiste du maquillage permanent;;;;
;Spécialiste du négoce;;;;
;Spécialiste du nettoyage;;;;
;Spécialiste du recyclage;;;;
;Spécialiste du service de pistes et de sauvetage;;;;
;Spécialiste du traitement des données;;;;
;Spécialiste du verre;;;;
;Spécialiste en accréditifs;;;;
;Spécialiste en actions récursoires (assurance);;;;
;Spécialiste en activation;;;;
;Spécialiste en administration publique;;;;
;Spécialiste en aération douce;;;;
;Spécialiste en agriculture biodynamique;;;;
;Spécialiste en aménagement d'espaces verts;;;;
;Spécialiste en articles de ménage;;;;
;Spécialiste en articles de sport;;;;
;Spécialiste en assurance;;;;
;Spécialiste en assurance-maladie;;;;
;Spécialiste en assurances sociales;;;;
;Spécialiste en AVS;;;;
;Spécialiste en bois;;;;
;Spécialiste en bois, chef de l'industrie du bois;;;;
;Spécialiste en bois, négociant en bois;;;;
;Spécialiste en cartes perforées;;;;
;Spécialiste en céramique;;;;
;Spécialiste en chauffage;;;;
;Spécialiste en chirurgie de la main;;;;
;Spécialiste en chirurgie faciale;;;;
;Spécialiste en chirurgie plastique et reconstructive;;;;
;Spécialiste en codage médical;;;;
;Spécialiste en combustion;;;;
;Spécialiste en commerce de textile;;;;
;Spécialiste en commerce extérieur;;;;
;Spécialiste en communication (publicité);;;;
;Spécialiste en communication de données TIC;;;;
;Spécialiste en communication hôtelière;;;;
;Spécialiste en conserverie;;;;
;Spécialiste en crédits;;;;
;Spécialiste en déminage et élimination des munitions non explosées;;;;
;Spécialiste en développement de produits;;;;
;Spécialiste en développement durable;;;;
;Spécialiste en diagnostic neurophysiologique;;;;
;Spécialiste en droit;;;;
;Spécialiste en économie agraire;;;;
;Spécialiste en économie bancaire;;;;
;Spécialiste en e-learning;;;;
;Spécialiste en électrobiologie;;;;
;Spécialiste en électrosmog;;;;
;Spécialiste en entretien de locaux;;;;
;Spécialiste en étude de marché;;;;
;Spécialiste en études de travail;;;;
;Spécialiste en études théâtrales;;;;
;Spécialiste en expédition et logistique internationale;;;;
;Spécialiste en expérience utilisateur;;;;
;Spécialiste en exportation;;;;
;Spécialiste en façades;;;;
;Spécialiste en faux-plafonds;;;;
;Spécialiste en finance et comptabilité;;;;
;Spécialiste en financements commerciaux;;;;
;Spécialiste en finition des médias imprimés;;;;
;Spécialiste en formation professionnelle;;;;
;Spécialiste en fruits et légumes;;;;
;Spécialiste en gastroentérologie;;;;
;Spécialiste en géographie humaine;;;;
;Spécialiste en gestion de PME;;;;
;Spécialiste en gestion d'entreprise;;;;
;Spécialiste en gestion du personnel;;;;
;Spécialiste en gestion hospitalière;;;;
;Spécialiste en hématologie;;;;
;Spécialiste en hôtellerie;;;;
;Spécialiste en importation;;;;
;Spécialiste en impression;;;;
;Spécialiste en impression et emballage;;;;
;Spécialiste en information et en documentation;;;;
;Spécialiste en informatique;;;;
;Spécialiste en injection;;;;
;Spécialiste en installations solaires;;;;
;Spécialiste en interprétariat communautaire et médiation interculturelle;;;;
;Spécialiste en jointures;;;;
;Spécialiste en kinesthétique appliquée;;;;
;Spécialiste en laser;;;;
;Spécialiste en marketing;;;;
;Spécialiste en matière de poursuite pour dettes et de faillite;;;;
;Spécialiste en matière d'intégration sociale et professionnelle;;;;
;Spécialiste en médecine nucléaire;;;;
;Spécialiste en médecine tropicale;;;;
;Spécialiste en moxathérapie;;;;
;Spécialiste en multimédia;;;;
;Spécialiste en nettoyage de bâtiments;;;;
;Spécialiste en neurofeedback;;;;
;Spécialiste en nutrition;;;;
;Spécialiste en opérations bancaires;;;;
;Spécialiste en organisation d'entreprise;;;;
;Spécialiste en ostéologie;;;;
;Spécialiste en pharmacovigilance;;;;
;Spécialiste en photographie;;;;
;Spécialiste en photographie, conseil et vente;;;;
;Spécialiste en photographie, finishing;;;;
;Spécialiste en photographie, photographie;;;;
;Spécialiste en photomédias;;;;
;Spécialiste en pneumatiques;;;;
;Spécialiste en prestations d'assurances;;;;
;Spécialiste en prévention et santé publique;;;;
;Spécialiste en prévoyance en faveur du personnel;;;;
;Spécialiste en productivité;;;;
;Spécialiste en produits diététiques;;;;
;Spécialiste en produits textiles;;;;
;Spécialiste en promotion de l'activité physique et de la santé;;;;
;Spécialiste en protection contre les radiations;;;;
;Spécialiste en protection de l'environnement;;;;
;Spécialiste en protection des eaux;;;;
;Spécialiste en protection incendie;;;;
;Spécialiste en psychologie animale;;;;
;Spécialiste en publicité;;;;
;Spécialiste en radio-oncologie;;;;
;Spécialiste en réadaptation de personnes malvoyantes et aveugles;;;;
;Spécialiste en réassurance;;;;
;Spécialiste en recherches opérationnelles;;;;
;Spécialiste en relations publiques;;;;
;Spécialiste en réplication de données;;;;
;Spécialiste en réseaux informatiques;;;;
;Spécialiste en ressources humaines;;;;
;Spécialiste en restauration;;;;
;Spécialiste en restauration de système;;;;
;Spécialiste en science des matériaux;;;;
;Spécialiste en sciences de l'atmosphère;;;;
;Spécialiste en sciences de l'environnement;;;;
;Spécialiste en sciences des religions;;;;
;Spécialiste en sciences du journalisme;;;;
;Spécialiste en sciences infirmières;;;;
;Spécialiste en sciences sociales;;;;
;Spécialiste en sécurité informatique;;;;
;Spécialiste en soin aux arbres;;;;
;Spécialiste en statique des constructions;;;;
;Spécialiste en systèmes thermiques;;;;
;Spécialiste en tabac;;;;
;Spécialiste en tapis et revêtements de sols et murs;;;;
;Spécialiste en technique dentaire;;;;
;Spécialiste en technologie textile;;;;
;Spécialiste en technologies de réadaptation;;;;
;Spécialiste en télécommunication;;;;
;Spécialiste en télécommunications;;;;
;Spécialiste en télémétrie;;;;
;Spécialiste en textiles;;;;
;Spécialiste en thérapie myofonctionnelle;;;;
;Spécialiste en thermique;;;;
;Spécialiste en thermique et combustion;;;;
;Spécialiste en transport;;;;
;Spécialiste en transports publics;;;;
;Spécialiste en trempage;;;;
;Spécialiste en vernissage industriel;;;;
;Spécialiste établissements de bains;;;;
;Spécialiste étancheur;;;;
;Spécialiste financier;;;;
;Spécialiste IT;;;;
;Spécialiste pharmaceutique;;;;
;Spécialiste pour installations de traitement des déchets;;;;
;Spécialiste pour la sécurité des citernes;;;;
;Spécialiste pour l'assainissement des dégâts causés par l'eau;;;;
;Spécialiste pour protection des données;;;;
;Spécialiste sur micro-films;;;;
;Spécialiste sur ordinateur;;;;
;Spécialiste système ICT;;;;
;Spécialiste technique de la vente;;;;
;Spécialiste technique en ferrements;;;;
;Spécialiste technique en outillage;;;;
;Spécialiste, agence de voyages;;;;
;Specialistica in criminologia sociale;;;;
;Spediteur;;;;
;Speditionsangestellter;;;;
;Speditionsarbeiter;;;;
;Speditionschef;;;;
;Speditionsdisponent;;;;
;Speditionsfachmann;;;;
;Speditionskaufmann;;;;
;Speditionsleiter;;;;
;Speditionsmeister;;;;
;Speditionspacker;;;;
;Speditionssachbearbeiter;;;;
;Speditore di merci;;;;
;Speditore postale;;;;
;Spedizioniere;;;;
;Spedizioniere di trasporti aerei;;;;
;Spedizioniere internazionale;;;;
;Spektrographiker;;;;
;Spektrometrie-Analytiker;;;;
;Spengler;;;;
;Spenglergehilfe;;;;
;Spengler-Installateur;;;;
;Spenglermeister;;;;
;Spenglerpolier;;;;
;Spengler-Sanitärinstallateur;;;;
;Spengler-Vorarbeiter;;;;
;Spetter (Bahn);;;;
;Spettrografista;;;;
;Spezialarzt;;;;
;Spezialarzt für innere Medizin;;;;
;Spezialist Bewegungs- und Gesundheitsförderung;;;;
;Spezialist der Pferdebranche;;;;
;Spezialist Flugleitsysteme;;;;
;Spezialist für angewandte Kinästhetik;;;;
;Spezialist für Arbeitssicherheit und Gesundheitsschutz;;;;
;Spezialist für die Begleitung von Menschen mit Beeinträchtigungen;;;;
;Spezialist für militärische Kampfmittelbeseitigung und humanitäre Minenräumung;;;;
;Spezialist für Printmedienverarbeitung;;;;
;Spezialist für Solarinstallationen;;;;
;Spezialist für Tanksicherheit;;;;
;Spezialist Handelsfinanzierung;;;;
;Spezialist in Unternehmensorganisation;;;;
;Spezialist Integrierte Begabungs- und Begabtenförderung;;;;
;Spezialist öffentliche Beschaffung;;;;
;Spezialist öffentlicher Verkehr;;;;
;Spezialist Rehabilitation von sehbehinderten und blinden Menschen;;;;
;Spezialist Zahntechnik;;;;
;Spielervermittler;;;;
;Spielgruppenleiter;;;;
;Spielkasinochef;;;;
;Spielleiter;;;;
;Spielpädagoge;;;;
;Spielplatzleiter;;;;
;Spinner;;;;
;Spinnereiarbeiter;;;;
;Spinnereifacharbeiter;;;;
;Spiralenmacher (Uhrenindustrie);;;;
;Spiritist;;;;
;Spiritista;;;;
;Spiritiste;;;;
;Spital- und Heimkoch;;;;
;Spitalapotheker;;;;
;Spitaldirektor (öffentlicher Dienst);;;;
;Spitaldirektor (Privatwirtschaft);;;;
;Spitalexperte;;;;
;Spitalfachmann;;;;
;Spitalgehilfe;;;;
;Spitalkoch;;;;
;Spitallaborant;;;;
;Spitallaborgehilfe;;;;
;Spitallaborleiter;;;;
;Spitallinger;;;;
;Spitaloberpfleger;;;;
;Spitalsekretär;;;;
;Spitalverwalter (öffentlicher Dienst);;;;
;Spitalverwalter (Privatwirtschaft);;;;
;Spitalverwaltungsangestellter;;;;
;Spitalverwaltungsfachmann;;;;
;Spitex-Haushelfer;;;;
;Spitex-Hauspfleger;;;;
;Spitexleiter;;;;
;Spitzensportler;;;;
;Spitzenweber;;;;
;Spogliarellista-ballerino;;;;
;Sport- und Fitnesskaufmann;;;;
;Sportagent;;;;
;Sportanimator;;;;
;Sportartenschulleiter;;;;
;Sportarzt;;;;
;Sportcenterdirektor;;;;
;Sportcenterleiter;;;;
;Sportcoach;;;;
;Sportdirektor;;;;
;Sporternährungsberater;;;;
;Sportexperte;;;;
;Sportif d'élite;;;;
;Sportif professionnel;;;;
;Sportif professionnel, football;;;;
;Sportif professionnel, hockey sur glace;;;;
;Sportif professionnel, ski alpin;;;;
;Sportif professionnel, ski nordique;;;;
;Sportivo di punta;;;;
;Sportivo professionista;;;;
;Sportivo professionista, calcio;;;;
;Sportivo professionista, disco su ghiaccio;;;;
;Sportivo professionista, sci alpino;;;;
;Sportivo professionista, sci nordico;;;;
;Sportlehrer;;;;
;Sportmanager;;;;
;Sportmasseur;;;;
;Sportökonom;;;;
;Sportphysiotherapeut;;;;
;Sportpsychologe;;;;
;Sporttherapeut;;;;
;Sporttrainer;;;;
;Sportwissenschafter;;;;
;Sprachberater;;;;
;Sprachforscher;;;;
;Sprachgestalter;;;;
;Sprachheillehrer;;;;
;Sprachlehrer;;;;
;Sprachtherapeut;;;;
;Sprachwissenschafter;;;;
;Sprengfachmann;;;;
;Sprengmeister;;;;
;Spriesser;;;;
;Sprinklermonteur;;;;
;Spritzfachmann;;;;
;Spritzgiesser;;;;
